sess,Type,lr,bsize,DS,emb_dim,weight_Decay,loss,X_nRMSE,Y_nRMSE,Z_nRMSE
test,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.06223373860120773,16.497934341430664,60.090415954589844,53.412723541259766
train,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.0581708624958992,15.034867286682129,68.41254425048828,51.02299118041992
train,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.05930639058351517,15.132308006286621,75.52847290039062,53.88027572631836
train,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.05438581109046936,13.824894905090332,71.30459594726562,50.03232955932617
train,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.054042134433984756,13.981191635131836,71.824462890625,50.22312927246094
train,angle,0.001,128.0,IWALQQ_AE_4th,50.0,0.0005,0.0567207857966423,14.321951866149902,78.67474365234375,51.7082405090332
test,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.061251986771821976,13.152432441711426,90.94733428955078,50.17066192626953
test,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.049224335700273514,13.600029945373535,73.26220703125,48.584007263183594
test,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.06261927634477615,17.332611083984375,71.30323028564453,59.00056457519531
test,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.0625886470079422,15.747198104858398,78.84545135498047,59.818603515625
test,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.057534974068403244,17.609628677368164,48.90887451171875,50.93277359008789
train,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.05732644721865654,14.780936241149902,64.49497985839844,51.25931167602539
train,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.06055334210395813,15.402341842651367,77.80834197998047,53.87282943725586
train,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.057937122881412506,14.35006332397461,76.31575775146484,53.210899353027344
train,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.053609296679496765,14.123631477355957,72.3695297241211,48.64604187011719
train,angle,0.001,128.0,IWALQQ_AE_4th,5.0,0.0005,0.05450137332081795,14.18133544921875,72.04248809814453,50.112579345703125
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.06325697153806686,13.355731964111328,87.6829833984375,55.93215560913086
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.05239991843700409,13.461341857910156,57.39046859741211,62.87488555908203
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.05995304137468338,16.408445358276367,74.51437377929688,59.527587890625
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.059688370674848557,16.084766387939453,69.40061950683594,57.06117248535156
test,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.060537878423929214,17.344398498535156,54.01064682006836,51.76356506347656
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.05800486356019974,14.69006061553955,67.65974426269531,51.90375518798828
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.05983758345246315,15.264093399047852,74.941162109375,54.30158996582031
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.05535946041345596,13.988829612731934,73.7148666381836,50.52791213989258
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.057609058916568756,14.596657752990723,82.03693389892578,52.087318420410156
train,angle,0.001,128.0,IWALQQ_AE_4th,60.0,0.0005,0.05551132187247276,14.241668701171875,73.18655395507812,51.640621185302734
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.057808201760053635,11.798002243041992,85.7281723022461,50.103092193603516
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.0486045777797699,13.321715354919434,65.20008087158203,51.34304428100586
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.05944476276636124,16.74764633178711,70.1305160522461,57.382972717285156
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.060984399169683456,16.739463806152344,61.74504470825195,57.711246490478516
test,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.05949630215764046,15.557135581970215,54.83369827270508,54.248905181884766
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.058843664824962616,14.95627498626709,67.50141143798828,52.96185302734375
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.05768581107258797,15.23157024383545,71.96587371826172,52.51166915893555
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.05493267625570297,14.047410011291504,71.51375579833984,50.751182556152344
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.05441667512059212,14.141948699951172,72.41243743896484,50.97798538208008
train,angle,0.001,128.0,IWALQQ_AE_4th,70.0,0.0005,0.05603528395295143,14.232583999633789,77.49909210205078,52.281982421875
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.05874079838395119,13.065278053283691,90.64537048339844,45.02189636230469
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.05902399495244026,16.341856002807617,62.69496154785156,66.8897705078125
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.06255235522985458,17.205171585083008,72.00743865966797,60.59750747680664
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.058901697397232056,16.039133071899414,62.327720642089844,56.94181442260742
test,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.05918804556131363,18.110666275024414,51.64247512817383,50.64005661010742
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.05821452662348747,14.867876052856445,67.3186264038086,52.983863830566406
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.05845720320940018,15.171673774719238,75.05439758300781,53.11243438720703
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.05450740456581116,14.10270881652832,69.36976623535156,49.94563674926758
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.05445687845349312,14.287862777709961,72.21240234375,50.246337890625
train,angle,0.001,128.0,IWALQQ_AE_4th,80.0,0.0005,0.055098071694374084,14.277257919311523,70.77823638916016,52.33405685424805
